date,open,close,Return,Return_sign
2022-01-01 00:00:00,46216.93,46332.51,0.002500815177468554,1
2022-01-01 00:15:00,46332.52,46375.42,0.0009259155340568883,1
2022-01-01 00:30:00,46375.42,46610.81,0.005075749179198796,1
2022-01-01 00:45:00,46610.81,46656.13,0.0009723066387389473,1
2022-01-01 01:00:00,46656.14,46766.99,0.0023758930764525,1
2022-01-01 01:15:00,46766.99,46815.33,0.0010336350489951094,1
2022-01-01 01:30:00,46815.34,46768.1,-0.0010090709583653128,0
2022-01-01 01:45:00,46768.11,46778.14,0.0002144623761789569,1
2022-01-01 02:00:00,46778.14,46845.97,0.0014500362776288613,1
2022-01-01 02:15:00,46845.98,46826.01,-0.00042629058032303226,0
2022-01-01 02:30:00,46826.0,46775.91,-0.001069704864818616,0
2022-01-01 02:45:00,46775.9,46811.77,0.0007668478853425662,1
2022-01-01 03:00:00,46811.77,46826.1,0.000306119593427075,1
2022-01-01 03:15:00,46826.11,46809.15,-0.0003621910938149491,0
2022-01-01 03:30:00,46809.16,46867.98,0.0012565916585557122,1
2022-01-01 03:45:00,46867.98,46813.2,-0.0011688150417407813,0
2022-01-01 04:00:00,46813.21,46648.04,-0.0035282775951488536,0
2022-01-01 04:15:00,46648.04,46708.14,0.0012883713870936173,1
2022-01-01 04:30:00,46708.13,46734.52,0.0005649979992776294,1
2022-01-01 04:45:00,46734.52,46711.05,-0.0005021983749912033,0
2022-01-01 05:00:00,46711.05,46780.0,0.0014760961271475825,1
2022-01-01 05:15:00,46780.0,47379.13,0.012807396323214993,1
2022-01-01 05:30:00,47379.13,47300.0,-0.0016701446396334711,0
2022-01-01 05:45:00,47300.01,47192.55,-0.0022718811264521746,0
2022-01-01 06:00:00,47192.56,47307.04,0.002425806101639818,1
2022-01-01 06:15:00,47307.03,47130.36,-0.00373454008843925,0
2022-01-01 06:30:00,47130.37,47158.02,0.0005866705480986926,1
2022-01-01 06:45:00,47158.02,46979.62,-0.0037830256656236666,0
2022-01-01 07:00:00,46979.61,46990.23,0.00022605551642516017,1
2022-01-01 07:15:00,46990.23,46959.61,-0.000651624816477864,0
2022-01-01 07:30:00,46959.61,47096.7,0.0029193172600879033,1
2022-01-01 07:45:00,47096.69,47194.73,0.0020816749542271625,1
2022-01-01 08:00:00,47194.73,47151.37,-0.0009187466481956901,0
2022-01-01 08:15:00,47151.37,47305.23,0.0032631077315463065,1
2022-01-01 08:30:00,47305.23,47210.18,-0.0020092915730460016,0
2022-01-01 08:45:00,47210.18,47124.82,-0.0018080846122594868,0
2022-01-01 09:00:00,47124.82,47205.77,0.0017177784445648193,1
2022-01-01 09:15:00,47205.77,47094.74,-0.0023520429811863855,0
2022-01-01 09:30:00,47094.74,46988.47,-0.002256515271132122,0
2022-01-01 09:45:00,46988.46,47143.98,0.0033097488191782425,1
2022-01-01 10:00:00,47143.98,47111.12,-0.0006970137014312449,0
2022-01-01 10:15:00,47111.11,46874.25,-0.005027688797822861,0
2022-01-01 10:30:00,46874.26,46979.5,0.0022451554435205584,1
2022-01-01 10:45:00,46979.5,46871.08,-0.002307815110846183,0
2022-01-01 11:00:00,46871.09,46925.19,0.0011542296114727827,1
2022-01-01 11:15:00,46925.2,46956.77,0.0006727728384748431,1
2022-01-01 11:30:00,46956.78,46946.36,-0.00022190618692334213,0
2022-01-01 11:45:00,46946.36,46758.87,-0.003993706860340141,0
2022-01-01 12:00:00,46758.87,46990.62,0.00495627888355728,1
2022-01-01 12:15:00,46990.14,46959.51,-0.0006518388751341745,0
2022-01-01 12:30:00,46959.51,47008.32,0.0010394060755744188,1
2022-01-01 12:45:00,47008.32,47074.05,0.0013982631159761337,1
2022-01-01 13:00:00,47074.05,47141.5,0.0014328488838329628,1
2022-01-01 13:15:00,47141.51,47022.59,-0.0025226175402528585,0
2022-01-01 13:30:00,47022.59,47067.11,0.0009467789843137964,1
